semi,clsno,clsfor,clsName,clsRoom,clsOpt,start,end,week,hour,crid,teacher,sch_type
1091,D8500,資管五甲,資訊管理實務專題（二）,(0000),必,1,3,星期六,3,2,許雯絞,1
1091,D8501,資管五甲,資訊管理實務專題（二）,(0000),必,1,3,星期六,3,2,周殷菀,1
1091,D8499,資管五甲,資訊管理實務專題（二）,(0000),必,1,3,星期六,3,2,戴偉勝黃秀美,1
1091,D2227,資應菁英班五甲,校外實習,(0000),選,4,5,星期六,2,2,蕭國倫,1
1091,D2229,資應菁英班五甲,專業實習,(0000),選,9,9,星期一,9,9,蕭國倫,1
1091,D8480,資應菁英班五甲,專業實習,(0000),選,9,9,星期一,9,9,戴偉勝,1
1091,D2233,資應菁英班五甲,資訊實務專題（二）,(0000),必,1,3,星期六,3,2,連俊瑋,1
1091,D8502,資應菁英班五甲,資訊實務專題（二）,(0000),必,1,3,星期六,3,2,黃天麒,1
1091,D8503,資應菁英班五甲,資訊實務專題（二）,(0000),必,1,3,星期六,3,2,蕭國倫,1
1091,D8504,資應菁英班五甲,資訊實務專題（二）,(0000),必,1,3,星期六,3,2,姜琇森,1
1091,D8505,資應菁英班五甲,資訊實務專題（二）,(0000),必,1,3,星期六,3,2,林真伊,1
1091,D5780,資應菁英班五甲,資訊實務專題（二）,(0000),必,1,3,星期六,3,2,戴偉勝黃秀美,1
1091,D1744,國貿四甲,專題研究 (學年),(0000),必,1,1,星期六,1,1,黃俊儒,1
1091,D5805,國貿四甲,專題研究 (學年),(0000),必,1,1,星期六,1,1,李桂枝,1
1091,D8408,國貿四甲,專題研究 (學年),(0000),必,1,1,星期六,1,1,姜祖華,1
1091,D8409,國貿四甲,專題研究 (學年),(0000),必,1,1,星期六,1,1,黃彥智,1
1091,D8410,國貿四甲,專題研究 (學年),(0000),必,1,1,星期六,1,1,李金玲,1
1091,D8411,國貿四甲,專題研究 (學年),(0000),必,1,1,星期六,1,1,楊維娟,1
1091,D2496,美容四Ｂ,時尚攝影 (另併１班),(4508),選,5,7,星期一,3,3,溫志維,3
1091,D2527,護理四Ａ,人際關係治療 (另併１班),(T501),選,7,8,星期一,2,2,楊靜芳,3
1091,D2533,護理四Ａ,兒童護理 (另併１班),(T113),選,5,6,星期一,2,2,張玠,3
1091,D2535,護理四Ａ,心理衛生護理議題研討 (另併１班),(T401),選,3,4,星期一,2,2,柯貞如,3
1091,D2582,企管四Ａ,中小企業管理,(7417),必,5,7,星期一,3,3,張淑婷,3
1091,D2579,企管四Ａ,連鎖企業管理,(7417),選,2,4,星期一,3,3,張又心,3
1091,D2625,保金四Ａ,財務數學,(7703),必,7,8,星期一,2,2,劉議謙,3
1091,D2626,保金四Ａ,銀行法規,(7702),必,3,4,星期一,2,2,黃麗夙,3
1091,D2627,保金四Ａ,職涯規劃,(7702),必,1,2,星期一,2,2,黃麗夙,3
1091,D2685,會資四Ａ,合併報表理論與實務,(7403),必,5,8,星期一,4,3,鄭凱文,3
1091,D2699,商設四Ａ,3D電腦繪圖,(4503),選,5,7,星期一,3,3,林峰正,3
